CODPROD,CODBARRAS,DESCRIPCION,PRECIO
72724,6926797420033,GUNTES DOMESTICOS INDUSTRIALES M,1800
72725,6927026010339,TABLA VERDURA,1990
72726,6927028368537,YAKI SUSHI NORI 28 GR,2900
72727,6928327800087,"NAIPE INGLES ",1500
72728,6928327800261,NAIPE,1500
72729,6928327800292,NAIPE ESPAÑOL,1000
72730,6928622835401,BROCHETAS BAMBOO,890
72731,6928622857007,TABLA DE PICAR CARNE,1900
72732,6928622880081,brocheta 40cm,1990
72733,6928802500082,ALFILERES METELICOS ADIX,450
72734,6928802500150,CHINCHES,200
72735,6928802521216,CHINCHES DORADO,350
72736,6928802571334,CLIPS DE COLORES,750
72737,6930659700584,VICTORY`S FLY,2900
72738,6930759974120,PALA,1990
72739,6930861410691,"NAIPE INGLES ",1500
72740,6931598200074,"TIJERA PODAR ",3900
72741,6931598200470,BROCHA,750
72742,6931598203693,ENCHUFE TRIPLE,1450
72743,6931598203792,ALARGADOR 3MT,4900
72744,6931598203808,ALARGADOR 5 MT,4900
72745,6931598206236,3.OUTLETS POWER STRIP.,1450
72746,6931598211759,JUEO DE LLAVES 10 UND,1290
72747,6931598212640,DESTORNILLADORES,2450
72748,6931598212725,SET DE 10 DESATORNILLADORES,3650
72749,6931598213579,DESTORNILLADOR   DE JOLLERO,2100
72750,6931598216921,ALARGADOR FEXARO 3MT,3900
72751,6931598227903,HUINCHA AISLADORA,990
72752,6931598229259,ADAPTADOR ARGENTIMO,1450
72753,6931693202997,"TABLA DE PICAR ",1900
72754,6932842600107,"ACCESSORIES AV CABLE POWER CABLE ",1200
72755,6933315524654,"MURRAY AMERICAN TOOLS ",4500
72756,6933315566630,GORRA DE BAÑO,500
72757,6933535790303,COTTON BUDS,690
72758,6933554128170,ROASTED SEAWEED (CHINO),2490
72759,6934573010255,SIX PAC VASOS LARGOS,1800
72760,6935017000528,GORRA DE BAÑO X3,1490
72761,6935017003093,"TABLA DE PICAR ",1490
72762,6935017059861,ESPRIMIDOR DE JGO,990
72763,6935071315163,SPEED,450
72764,6935667400020,"SAN REMO JUREL ",1200
72765,6935897618769,CHAMPIÑONES,1250
72766,6935897618776,CHAMPIÑONES ENTEROS,1700
72767,6935897618783,SAN REMO LAMINADO CHAMPIÑONES,1450
72768,6935897619339,CABALLA,1790
72769,6935946866271,VELA CUMPLEAÑOS,750
72770,6936188400964,"AUDIFONP  AIMA ",1990
72771,6936380900019,INGLE CARTA,1990
72772,6936573013052,TAZON FLORES,1390
72773,6936770880051,CHALECO FLOTADOR,2900
72774,6938007800399,ESPONJA DE BAÑO,990
72775,6938202024811,pelotas de tenis x3 cowega,2590
72776,6938202066651,PELOTAS DE TENNIS*3,3600
72777,6938323887210,FORRO CORTINA DE BAÑO,1550
72778,6938323887241,forro cortina de baño,1900
72779,6938323893020,"cortina de baño alberdi ",9900
72780,6938323898308,"PAÑO DE COCINA NORDETTA ",990
72781,6939261905073,TAZON GRANDE COLORES,990
72782,6939261906322,"TAZON GRANDE ",990
72783,6939726670010,GUANTE QUIRURJICOS,4900
72784,6940765980268,VICTORYS FLY,2900
72785,6941654354009,palos brochtas,1700
72786,6941671003683,SET PLAYA  INFANTIL,2290
72787,6942205298193,LINTERNA MULTIFUNCIONAL SUPER BRIGHT,3490
72788,6943067580143,FLOTARES ALITAS,990
72789,6944031202344,LINTERNA MILITAR RECARGABLE,2900
72790,6944031206786,LINTERNA MILITAR RECARGABLE,3200
72791,6944476200028,PELOTA DE FOTBOL,4900
72792,6945971361221,ABRIDOR DE LATA,1200
72793,6946543700011,PELOTA TENIS ODEAR,2800
72794,6949179612376,PERROS DE ROPA,950
72795,6950362301403,TELA ADHESIVA,650
72796,6953227648712,CUCHILLO CON PUÑAL,1450
72797,6953675800014,"PALO DE BROCHETA ",1100
72798,6954665163331,"SACA CORCHO ",1900
72799,6956951000016,TAZON CAFE,990
72800,6957931454089,MASCARILLA X10PCS,2990
72801,6958816010925,SACACORCHOS,1900
72802,6958816042537,BOMBA PARA AGUA,3500
72803,6958816360976,"PEINETA ",890
72804,6959013650402,PALO DE BROCHETA DE 40 CM.,2500
72805,6959013650457,BROCHETAS,1990
72806,6972201245662,ABRE LATA NANSHENG,1200
72807,6972201245679,ABRIDOR DE LATA,1200
72808,6981693170024,"ABRELATA ",1100
72809,6983978462459,"COPA DEGUSTACION ",1490
72810,6983978462558,COPA CATA,2150
72811,6984003004255,JARRA PITCHER,4200
72812,6984542078380,ABRE LATA,1950
72813,6987278001288,ampolleta led 12w. e 27,6900
72814,6987278001301,AMPOLLETA LED R63,6500
72815,6987278001318,AMPOLLETA LED R63,6500
72816,6987298124462,AMPOLLETA TAIL LED,2800
72817,6987298124509,AMPOLLETA LED GLOBO 12W E27,5900
72818,6987654321085,ABRELATA,990
72819,6988030610007,CUERDA DE SALTO,990
72820,7077772200023,"MANTELES ",1250
72821,7207862001357,ATUN ANGELMO,1090
72822,7291021352923,SACA CORCHO,2900
72823,7293219304363,EXTENSION,6900
72824,7302177005318,ESPONJA DORADA,1790
72825,7344843819683,SET DE GEOMETRIA,990
72826,7391398143909,DUCHA TELEFONO DUSCHY,9900
72827,7404607430009,POROTO TORTOLA PANAL 1 KILO,2900
72828,7411000200162,MAYONESA PURA 410 GR MC CORMICK,2490
72829,7411000201169,SANDWICH SPREAD SALSA,2350
72830,7411000208168,MAYONESA MCKORMICK LIGHT,2600
72831,7411000210048,MOSTAZA,1250
72832,7411000210185,MC MOSTAZA,2450
72833,7411000212189,KETCHUP MC CORMICK 370 GR,1450
72834,7411000222829,PAPAS FRITAS MC CORMICK,1590
72835,7411000223567,PIMIENTA NEGRA 265G MC CORMICK,4490
72836,7411000225059,SALSA INGLESA,990
72837,7411000227022,JALISCO SALSA  PICANTE,1450
72838,7411000227053,SALSA PICANTE MC,1750
72839,7411000246016,VINAGRE CLASICO  MC 296ML,1490
72840,7441005013313,PILA PANASONIC,200
72841,7441008140382,HUGGIES PULL UPS G 12 UNIDADES,3490
72842,7441008140399,HUGGIES PULL UPS XG 10 UNIDADES,3490
72843,7441008140405,HUGGIES PULL UPS XXG 8 UNIDADES,3490
72844,7441008154594,KOTEX TAMPONES CON APLICADOR REGULAR,3800
72845,7441008154600,KOTEX TAMPONES CON APLICADOR SUPER,3800
72846,7441008154617,TAMPON KOTEX,3800
72847,7441008160359,KOTEX SUAVE,990
72848,7441008160373,KOTEX NORMAL,1400
72849,7441029504613,PRINCIPE,450
72850,7441029506181,PRINCIPE GALLETAS,450
72851,7441029515268,GALLETA  PRINCIPE,450
72852,7450007193411,VELAS,3750
72853,7450007276497,AZUCARERO,2450
72854,7453012803207,PAÑO COCINA,1490
72855,7453018174899,JARRON,2650
72856,7453038405287,"ALARGADOR NEWS ",5490
72857,7465603180420,TABACO,9900
72858,7465603180673,TABACO,9900
72859,7465603183759,"TABACO ",9900
72860,7465603183766,TABACO,10900
72861,7465603183797,PURO ORIGINAL,10900
72862,7500435011303,PRESTOBARBA GILLETTE,790
72863,7500435011877,ARIEL LIQUIDO 1.2 LITROS,6490
72864,7500435011884,ARIEL LIQUIDO,12500
72865,7500435016032,ace,9690
72866,7500435019576,HEAD Y SHOULDERS,2490
72867,7500435019583,HEAD Y SHOULDERS 375 ML,4750
72868,7500435019620,NUTRICION PROFUNDA,3500
72869,7500435019712,PROTECCION CAIDA,4300
72870,7500435019781,HEAD & SHOULDERS FUERZA REJUVENECEDORA,3500
72871,7500435019880,MANZANA FRESH,4500
72872,7500435019958,head & shouder,2490
72873,7500435020008,LIMPIEZA RENOVADORA,4500
72874,7500435020046,SHAMPOO HEAD SHOULDERS,4750
72875,7500435020169,SHAMPOO H&S 375ML,4750
72876,7500435106382,PANTENE 3 MINUTE 170ML,3900
72877,7500435106399,PANTENE 3 MINUTE ACONDICIONADOR,3900
72878,7500435110198,OLOR BLOCKER,2490
72879,7500435111300,ARIEL 350G,950
72880,7500435113595,PAÑALES PAMPERS,4900
72881,7500435113601,PAÑAL PAMPERS XG 16 U,4900
72882,7500435113618,PAÑAL PAMPERS XXG 16 U.,4900
72883,7500435122436,PAÑAL PAMPERS,4350
72884,7500435122450,PAÑAL PAMPERS XXG,3900
72885,7500435122467,PAÑAL PAMPERS XG,4490
72886,7500435125130,HEAD SHOULDERS,4750
72887,7500435126953,ARIEL DOWNY 1.9L,9900
72888,7500435128599,SHAMPOO PANTENE 200ML,2490
72889,7500435130073,MAGISTRAL 750ML,3900
72890,7500435137393,ARIEL EN POLVO,990
72891,7500435139717,LAVALOZAS MAGISTRAL,1200
72892,7500435146364,ace mansanilla,990
72893,7500478002504,TODDY BLOCK,750
72894,7500478003907,GALLETA TODY,550
72895,7501000605422,"GALLETA QUAKER CON GRANOLA ",1050
72896,7501000605989,GALLETA QUAKER NUEZ 50G,300
72897,7501000605996,GALLETA QUAKER CON NUEZ Y COCOA,1050
72898,7501000606009,GALLETAS QUAKER CON FRUTOS ROJOS,300
72899,7501000607242,GALLETA QUAKER CON FRUTOS ROJOS,1050
72900,7501000607471,GALLETAS QUAKER CON CHOCOLATE AMARGO,300
72901,7501000607488,QUAKER GALLETAS DE AVENA CON CHOCOLATE AMARGO,1050
72902,7501000608218,SANDWIH DE CHOCOLATE,300
72903,7501000608256,SANDWICH GALLETA AVENA,300
72904,7501000609628,GALLETA AVENA CHOC 174G,1050
72905,7501000609635,GALLETA AVENA VAINILLA,1050
72906,7501000609871,TODDY CHIPSOS,150
72907,7501000609895,TODDYS CHIPS 63G,250
72908,7501000609918,TODDY CHIPSOS 210G,750
72909,7501000609932,TODDY CHIPSOS EXTRA 84 GR,600
72910,7501000637270,GALLETAS CONSEN VAINILLA 100Gr,490
72911,7501000637287,GALLETAS CONSEN CHOCOLATE 100Gr,490
72912,7501000673223,Toddy Chocomax,650
72913,7501001114596,PANTENE SHAMPOO 200ML,1490
72914,7501001114626,PANTENE PRO V SECO,1500
72915,7501001114633,PANTENE PR V SHAMPOO,1490
72916,7501001119140,PANTENE ACOND 200ML,1700
72917,7501001119171,PANTENE PROV C NORMAL,2800
72918,7501001119188,PANTENE SECO MALTRATADO 400ML,3200
72919,7501001119218,PANTENE CABELLO TENIDO P 400ML,2800
72920,7501001120689,PERT PLUS CABELLO NORMAL,1450
72921,7501001120696,PERT PLUS CABELLO SECO,1450
72922,7501001124120,TOALLA HIGENICA ALWAYS,1050
72923,7501001124922,PANALES PAMPERS X40 P FRESH,4500
72924,7501001124946,PAMPERS M X36,4500
72925,7501001124960,PAMPERS X32 G,4500
72926,7501001125158,PAMPERS FRESH CONF  XG28P,4500
72927,7501001125929,JABON CAMAY 100G,420
72928,7501001128142,SHAMPO H Y SHOULDERS,2550
72929,7501001128159,HEAD AND SHOULDERS 200ML,1700
72930,7501001128166,SHAMPO H SHOULDERS,2550
72931,7501001128180,SHAMPOO H   SHOULDERS 200ML,1700
72932,7501001128838,PAMPERS FRESH 16 PANALES G,2500
72933,7501001128852,PAMPERS 20P PEQ,2300
72934,7501001130008,PANTENE SHAMPOO NORMAL,3200
72935,7501001130015,PANTENE CAB SECO MAL 400ML,2800
72936,7501001130183,PANTENE SHAMPOO NUTRITIVO 400M,2800
72937,7501001133122,SHAMPOO HEDAN   SHOULDERS,2900
72938,7501001133276,HEAD &SHOULDERS  400M,3500
72939,7501001133283,HEAD&SHOULDERS 400ML,3500
72940,7501001133290,SH  H S MENTHOL 400ML,3500
72941,7501001133306,SH  H S HUMECTANTE 400ML,3500
72942,7501001133603,SH H S LIMPIEZA RENOVADORA200M,1990
72943,7501001133610,2 EN 1 HyS 200ML,1990
72944,7501001133627,SH  H S MENTHOL 200ML,2500
72945,7501001133634,SH  H S HUMECTANTE 200ML,2500
72946,7501001133658,"SHAMPOO HEAD & SHOULDERS 400ML ",3500
72947,7501001135034,HEAD  SHOULDERS MENTOL,1700
72948,7501001136635,LAVALOSAS DAWN L IMON,1050
72949,7501001136659,DAWN 375ML,1200
72950,7501001136673,DAWN,1200
72951,7501001158736,TOALLAS HIG  ALWAYS CON ALAS,1300
72952,7501001158743,ALWAYS ULTRAFINA S/ALAS,1750
72953,7501001159085,ALWAYS ULTRAFINA CON GEL,1250
72954,7501001159573,TOALLA HIGENICA ALWAYS,890
72955,7501001160029,PAMPERS TOTAL PROTECT P 24,3500
72956,7501001162764,PAMPERS TOTAL PROTECT M 20,3500
72957,7501001162771,PANAL PAMPERS TOTAL P X 18 G,3500
72958,7501001162788,PANAL PAMPERS TOTAL PR X 14 XG,3500
72959,7501001163914,PAMPERS BASICO G 14,2500
72960,7501001163938,PAMPERS BASICO M 22,2900
72961,7501001163945,PAMPERS BASICO G 20,2900
72962,7501001163983,DESOD BARRA OLD SPICE FRESH60G,2990
72963,7501001164003,DESOD BARRA OLD SPICE SPORT60G,2990
72964,7501001164331,SHAMOO HEAD SHOULDERS ALOE400M,3800
72965,7501001164645,SH  PANTENE RIZOS DEF  400ML,4200
72966,7501001164652,SH  PANTENE VOLUMEN 400ML,3500
72967,7501001164669,SH  PANTENE LISO EXTREMO 200ML,2200
72968,7501001164676,SH PANTENE CUIDADO CLASICO200M,2200
72969,7501001165246,SH  PANTENE LISO EXTREMO 400ML,3500
72970,7501001165253,ACOND PANTENE LISO EXTR 400ML,3500
72971,7501001165260,ACOND PANTENE LISO SED 400ML,3500
72972,7501001165284,SH  PANTENE HIDRATACION 400ML,3500
72973,7501001165291,ACOND PANTENE HIDRATACION400ML,3500
72974,7501001165314,SH  PANTENE LISO SEDOSO 400ML,3500
72975,7501001165321,ACOND PANTENE RIZOS DEF 400ML,4200
72976,7501001165345,SH PANTENE COLOR RADIANTE400ML,3500
72977,7501001165352,ACOND PANTENE COLOR R 400ML,3500
72978,7501001166953,DETERGENTE ARIEL LIQUIDO 1LT,2800
72979,7501001168469,PERT PLUS SHAMPOO Y ACONDICION,2800
72980,7501001168483,PERT PLUS SHAMPOO Y ACOND  SEC,2990
72981,7501001168506,SHAMPO Y ACOND PERT PLUS,2400
72982,7501001168971,SH PANTENE CUIDADO CLASICO400M,3500
72983,7501001168988,ACOND PANTENE CLASICO 400ML,3500
72984,7501001168995,PANTENE 2EN1 CUIDADO CLASICO,3500
72985,7501001169008,SH PANTENE CONTROL CASPA 400ML,3500
72986,7501001169015,ACOND PANTENE VOLUMEN 400ML,3500
72987,7501001169022,ACON PANTENE LISO EXTREMO200ML,2200
72988,7501001169039,SH PANTENE LISO Y SEDOSO 200ML,2200
72989,7501001169046,ACOND PANTENE LISO Y SED 200ML,2200
72990,7501001169060,SH PANTENE HIDRATACION 200ML,2200
72991,7501001169091,SH  PANTENE RIZOS DEF  200ML,2490
72992,7501001169107,ACOND  PANTENE RIZOS DEF 200ML,2200
72993,7501001169121,SH PANTENE COLOR RADIANTE200ML,2200
72994,7501001169152,ACOND  PANTENE CLASICO 200ML,2200
72995,7501001169169,ACOND PANTENE C RADIANTE 200ML,2200
72996,7501001169374,TOALLA ALWAYS NOCTURNA,1490
72997,7501001170080,CREMA HIDRATANTE PANTENE,3400
72998,7501001170097,PANTENE HIDROCOLOR,2900
72999,7501001170288,SHAMPOO 2 EN 1 PANTENE CLASICO 200ML,2200
73000,7501001170295,SH PANTENE VOLUMEN 200ML,2200
73001,7501001170301,ACOND  PANTENE VOLUMEN 200ML,2200
73002,7501001170455,PANTENE CREMA TRATAMIENTO LISO EXTREMO,3250
73003,7501001170479,HIDROCREMA PANTENE RIZOS 400ml,3250
73004,7501001170608,PAMPERS BASICO G 14 PAÑALES,2500
73005,7501001171315,DETERGENTE ARIEL LIQUIDO 1 5,3800
73006,7501001244255,HEAD SHOULDERS,1990
73007,7501001244262,HEAD&SHOULDERS 400ML,3500
73008,7501001244323,ACONDICIONADOR HYSHOLDER,3750
73009,7501001275600,TOALLA HIGENICA ALWAYS NOCTURNA,1790
73010,7501001277512,SHAMPOO PERT PLUS SABILA 400ML,2300
73011,7501001277819,ALWAYS NORMAL FLEXI ALAS,990
73012,7501001279530,PANAL PAMPERS ACTIVOS XG X26,6900
73013,7501001279547,PANAL PAMPERS ACTIVOS XXG X26,6900
73014,7501001281311,DETERGENTE ACE MATIC 200GR,490
73015,7501001301439,SHAMPOO HEDAN SHOUDES LISO SEDOSO 200m,2500
73016,7501001301446,HEAD SHOULDERS LISO Y SEDOSO,3800
73017,7501001301491,PAMPERS NOCTURNO M,2900
73018,7501001301507,PAMPERS NOCTURNO G,2900
73019,7501001301514,PAMPERS NOCTURNO XG,2900
73020,7501001301552,PAMPERS BASICO XG 12PAÑALES,2990
73021,7501001302092,DESODORANTE BARRA SECRET ULTRA 45GRS,2100
73022,7501001302108,SECRET ULTRA,2600
73023,7501001303396,SH PANTENE CONTROL CAIDA 200ML,2200
73024,7501001303464,PANTENE CAIDA  CONTROL,4200
73025,7501001303501,ACOND PANTENE CONTROLCAIDA200M,2200
73026,7501001303518,ACONDICIONADOR PANTENE,4200
73027,7501001303549,HIDROCREMA PANTENE 300ml,3200
73028,7501001303556,CREMA PANTENE CONTROL CAIDA,3200
73029,7501001309060,DESODORANTE OLDSPICE AQUA,2990
73030,7501001310998,"PAÑALES PAMPERS ACTIVOS ",4200
73031,7501001311001,PAÑALES PAMPERS ACTIVOS,4200
73032,7501001316587,ACE LIQUIDO 1 LITRO,3300
73033,7501001319823,SH PANTENE FRIZZ CONTROL 200ML,2200
73034,7501001319847,SHAMPOO PANTENE FRIZZ CONTROL,3500
73035,7501001319885,SHAMPOO PANTENE FRIZZ CONTROL,2200
73036,7501001319908,ACONDICIONADOR PANTENE,3500
73037,7501001321628,SHAMPOO PERT PLUS FRUTAL 400ML,2300
73038,7501001326449,DEO. SECRET ULT FLORAL FRESH,2500
73039,7501001326456,SECRET ULT. GRREN FRESH,2500
73040,7501001326463,SECRET ULTRA POWER FRESH 45gr,2500
73041,7501001326470,SECRET ULTRA,2600
73042,7501001326487,SECRET ULTRA,2600
73043,7501001326494,SECRET ULTRA,2600
73044,7501001330804,DET ACE MATIC 1K NATURALEZA,2700
73045,7501001351229,HEAD&SHOULDERS 400ML,3500
73046,7501001351236,SHAMPOO HEAD & SHOULDERS ESENCIAS 400ML,3500
73047,7501001354398,DET ACE NORMAL NATURALEZA 1 K,2900
73048,7501001354626,PAMPERS ALMACEN G40,4900
73049,7501001354633,PAMPERS ALMACEN XG 40,4900
73050,7501001355470,HEAD & SHOULDERS,2200
73051,7501001355487,SHAMPOO HEAD E SHOULDERS,2500
73052,7501001396497,"ARIEL DETER. 3LT ",7500
73053,7501001396510,DETERGENTE ARIEL LIQUIDO 1 LT,3900
73054,7501001396565,ARIEL 7 SOLUCIONES 3 L,8990
73055,7501001397166,ESPUMA PEINARPANTENE RIZOS,2900
73056,7501001397173,ESPUMA PEINAR PANTENE FRIZZ,2900
73057,7501001397180,ESPUMA PARA PEINAR PANTENE,2650
73058,7501001405083,TOALLA HIGUINICA ALWAYS ULTRA FINA,1300
73059,7501001407490,PROTECTORES ALWAYS,2600
73060,7501001625153,TRIX 340GRS,1900
73061,7501001625160,TRIX 480G,2300
73062,7501001625474,FITNESS 390G,2200
73063,7501001625481,FITNESS 590G,2600
73064,7501001625511,BASIC 4 460G,2650
73065,7501006707687,SHAMPOO HEAD&SHOULDERS 200ML,1990
73066,7501006707694,HEAD&SHOULDERS FOR MEN 400ML,3500
73067,7501006712001,SHAMPOO  PERT CONTROL  CAIDA,2300
73068,7501006713824,PAMPERS MEDIANO 24U,5500
73069,7501006713831,PAMPERS G 20 UNID.,4490
73070,7501006713848,PAMPERS XG 16 UNID.,3500
73071,7501006713862,"PAMPERS G  X40 ",9600
73072,7501006713879,PAMPERS XG  32UNI,9600
73073,7501006714807,PAMPERS XXG 20 UNID.,4600
73074,7501006715453,PAMPERS XG 24 UIND.,5500
73075,7501006719932,ORAL B COMPLETE,3500
73076,7501006720983,PAMPERS PEQUEÑO 28U,5500
73077,7501006721010,PAMPERS XXG   32UNI,9600
73078,7501006721119,SHAMPOO RESTAURACION,2490
73079,7501006721133,PANTENE RESTAURACION,4700
73080,7501006721201,PAMPERS P 54,9600
73081,7501006721317,ACONDICIONADOR PANTENE,4700
73082,7501006722826,LADYSAN CLASICA,850
73083,7501006740219,CREMA TRATAMIENTO PANTENE RESTAURACION,3100
73084,7501006746150,DETERGENTE ARIEL 200G,590
73085,7501006746167,DETERGENTE ACE 200G,550
73086,7501006746174,ACE NATURALS,420
73087,7501007410913,"SHAMPOO PERT ANTI ESPONJADO ",2300
73088,7501007412740,PANTENE CREMA TRATAMIENTO REPARACION 400ML,3250
73089,7501007413006,TAMPAX  REG  MED 10UNI,2600
73090,7501007413020,TAMPAX SUPER X 10 U,2800
73091,7501007413044,TAMPAX SUPER X10,2800
73092,7501007413051,TAMPAX SUPER PLUS X 10,2800
73093,7501007413105,ACONDICIONADOR PANTENE 400ML,3500
73094,7501007413921,"SHAMPOO PANTENE ",3500
73095,7501007457116,DURALON,1900
73096,7501007457123,DURALON 2X1,1900
73097,7501007457789,SHAMPOO PANTENE BRILLO EXTREMO 200ML,2200
73098,7501007457796,SHAMPOO PANTENE BRILLO EXTREMO,4200
73099,7501007457819,"PANTENE  BRILLO EXTREMO ",2200
73100,7501007457826,ACONDICIONADOR PANTENE BRILLO EXTREMO 400ML,4700
73101,7501007457840,CREMA TRATAMIENTO PANTENE 400ML BRILLO EXTREMO,3250
73102,7501007460352,SHAMPOO HEAD&SHOULDERS,2800
73103,7501007460369,SHAMPOO HEAD & SHOULDERS PUREZA 400ML,3800
73104,7501007461694,ACE LIQUIDO BLANCURA QUE CUIDA,1900
73105,7501007462837,LADYSAN CLASICA SIN ALAS,370
73106,7501007463414,ALWAYS ULTRA FINA,1300
73107,7501007465739,SCHAMPOO  PERT  OLIVA,2300
73108,7501007495705,"CREMA DE TRATAMIENTOM PANTENE RIZOS DEFINIDOS ",3100
73109,7501007495712,CREMA TRATAMIENTO PANTENE REPARACION INTENSA,3100
73110,7501007496498,HEAD &SHOULDERS,3750
73111,7501007496917,DETERGENTE ACE NATURALS 200GRS,450
73112,7501008001028,CORN FLAKES,900
73113,7501008001059,CORN FLAKES,1750
73114,7501008014165,"ALL BRAN 250GR ",1990
73115,7501008015025,ZUCARITAS,1700
73116,7501008015056,"ZUCARITAS  KELLOGGS ",2350
73117,7501008015070,ZUCARITAS KELLOGG`S 730gr,2990
73118,7501008017029,FROOT LOOPS,1200
73119,7501008038024,CHOCO KRISPIS CAJA,1500
73120,7501008038055,CHOCO KRISPIS,2100
73121,7501008070307,KELLOGGS ESPECIAL,1850
73122,7501009212249,GILLETTE TRAC II PLUS X 4,2900
73123,7501009222187,PRESTOBARBA,840
73124,7501009222200,PRESTOBARBA GILLETE,900
73125,7501009222422,GILLETTE PREST X2,900
73126,7501009222729,GILLETTE PRESTOBARBA,990
73127,7501009225003,GILLETTE PRESTOBARBA EXCEL,1190
73128,7501009225027,PRESTOBARBA GILETTE EXCEL,1690
73129,7501009287599,PAPER MATE FLEX,650
73130,7501011849488,LED 4.5 W.,4990
73131,7501013100037,JUMEX JUGO DE MANGO,1090
73132,7501013100051,JUMEX JUGO DE DURAZNO,1190
73133,7501013100112,"JUMEX JUGO DE PIÑA ",1190
73134,7501013100198,JUMEX MANZANA,1090
73135,7501013100464,JU MEX DURAZNO,1090
73136,7501013100990,"JUMEX COCO PIÑA ",1190
73137,7501013101331,JUMEX MANZANA,1200
73138,7501013101348,JUMEX MANGO,1200
73139,7501013101355,JUMEX DURAZNO,1200
73140,7501013101362,JUMEX PIÑA COCO,1200
73141,7501013101393,JUMEX PIÑA,1200
73142,7501013118018,JUMEX  PERA,850
73143,7501013118032,JUGO JUMEX MANGO,850
73144,7501013118056,JUMEX 335ML,850
73145,7501013118063,JUMEX JUGO DE GUAYABA,850
73146,7501013118117,JUMEX PIÑA,850
73147,7501013118193,JUMEX DE MANZANA,850
73148,7501014631059,CRAYONES DE CERA GRANDES,2650
73149,7501014650098,PLASTILINA 6 COLORES,390
73150,7501014650111,PLASTILINA 10 COLORES,550
73151,7501014667102,SILICONA LIQUIDA PAX,550
73152,7501015204047,"LAPICES DE CERA  PELIKAN  6 ",360
73153,7501015204054,PELICRAYONES DE CERA,590
73154,7501015204498,Lapices de Cera 12 Colores,950
73155,7501015204504,Lapices de Cera 6 colores,490
73156,7501015205778,GOMA DE BORRAR,250
73157,7501015210192,MINAS,300
73158,7501015210635,PLUMONES PELIKAN 6 UNIDADES,490
73159,7501015210642,PLUMON 12 COLORES PELIKAN,790
73160,7501015211120,PELIKAN PLASTILINA 10 COLORES,590
73161,7501015213841,PLUMON PELIKAN BORRABLE,350
73162,7501015213865,MARCADOR PARA PIZARRA,350
73163,7501015213902,MARCADOR PERMANENTE PELIKAN,350
73164,7501015213926,MARCADOR PERMANENTE PELIKAN,350
73165,7501015213940,MARCADOR PERMANENTE PELIKAN,350
73166,7501015213964,PLUMON PELIKAN NEGRO,350
73167,7501015214336,PORTAMINAS PELIKAN REFLEX 0.5,490
73168,7501015214459,CRAYONES PELIKIN 6 UNIDADES,450
73169,7501015214466,PELIKAN CRAYONES 12und,720
73170,7501015214923,PLASTILINA 12 COLORES PELIKAN,650
73171,7501017367535,KOTEX ULTRA DELGADA C ALAS,1100
73172,7501020601534,BOLITAS ALGODON,1350
73173,7501020615036,BOLITAS DE ALGODON,1200
73174,7501020626124,PETALOS ALGODON,1100
73175,7501026006661,JABON  ROSA  VENUS,750
73176,7501026006869,JABON TOCADOR ROSA  VENUS,750
73177,7501027209290,LOREAL DECONTRACT ARRUGAS 50G,12200
73178,7501027216816,SHAMPOO ELVIVE LISS- INTENSE,3200
73179,7501027218384,SHAMPOO LOREAL KIDS FRESA,1990
73180,7501027229151,L'ORÉAL DECONTRACT´ARRUGAS 15GR,10900
73181,7501027229410,LÓREAL DECONTRACTÁRRUGAS,11500
73182,7501027232311,REVITALIFT DIA LOREAL 50G,9900
73183,7501027232939,CREMA LOREAL REVITA LIFT,6490
73184,7501027246967,LOREAL DESMAQULLANTE,3500
73185,7501027252869,REVITALIFT ANTI ARRUGAS50G,9900
73186,7501027253859,LOREAL PLENITUDE DESMAQUILLANTE,3800
73187,7501027258946,SHAMPOO LOREAL KIDS MELON,1990
73188,7501027258953,SHAMPOO LOREAL KIDS PINA,1990
73189,7501027280640,SHAMPOO LOREAL KIDS MORA,1990
73190,7501027280657,SHAMPOO LOREAL KIDS MANGO,1990
73191,7501027282330,ACONDICIONADOR ELVIVE LISS- INTENSE,3200
73192,7501027293008,CREMA TRATAMIENTO ELVIVE,3100
73193,7501027297129,SHAMPOO LOREAL KIDS PLATANO,1990
73194,7501032900335,"BOLSAS ZIPLOC GRANDE ",2650
73195,7501032900342,BOLSAS ZIPLOC CIERRE FACIL PEQUEÑA,2390
73196,7501032905002,GLADE RECARGA AUTOMATICA,4900
73197,7501032905330,GLADE AUTOMATICO,4900
73198,7501032907020,GLADE MANZANA,1490
73199,7501032907037,"GLADE CAMPO DE LAVANDA ",1490
73200,7501032907044,GLADE AROMATISANTE DE AMBIENTE,1490
73201,7501032909857,GLADE CONO MANZANA CANELA,2900
73202,7501032909864,GLADE CONO CAMPO DE LAVANDA,2900
